epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,574.896,1.50403,2.86461,1.23348,0.51325,0.13127,0.17954,0.09146,1.5282,3.41851,1.13058,0.000656566,0.000656566,0.000656566
